URL,Status Code,Result
https://www.thesmartcalculator.com/br/fisica/calculadora-de-velocidade,200,OK
https://www.thesmartcalculator.com/br/fisica/calculadora-de-velocidade-de-flecha,200,OK
https://www.thesmartcalculator.com/br/fisica/calculadora-de-distancia-de-salto-de-carro,200,OK
https://www.thesmartcalculator.com/br/fisica/calculadora-de-conservacao-de-momento,200,OK
https://www.thesmartcalculator.com/br/construcao/calculadora-de-pe-de-tabua,200,OK
https://www.thesmartcalculator.com/br/construcao/calculadora-de-metros-cubicos,200,OK
https://www.thesmartcalculator.com/br/construcao/calculadora-de-galoes-por-pe-quadrado,200,OK
https://www.thesmartcalculator.com/br/construcao/calculadora-de-tamanho-para-peso-cuboide-retangular,200,OK
https://www.thesmartcalculator.com/br/construcao/calculadora-de-pes-quadrados-para-jardas-cubicas,200,OK
https://www.thesmartcalculator.com/br/alimento/calculadora-de-manteiga,200,OK
https://www.thesmartcalculator.com/br/alimento/calculadora-de-forma-de-bolo,200,OK
https://www.thesmartcalculator.com/br/alimento/calculadora-de-medidas-culinarias,200,OK
https://www.thesmartcalculator.com/br/alimento/calculadora-de-xicaras-para-libras,200,OK
https://www.thesmartcalculator.com/br/alimento/Conversor-de-Macarrao-Cru-para-Cozido,200,OK
https://www.thesmartcalculator.com/br/esportes/calculadora-de-media-de-rebatidas,200,OK
https://www.thesmartcalculator.com/br/esportes/calculadora-de-media-de-corridas-ganhas,200,OK
https://www.thesmartcalculator.com/br/esportes/calculadora-de-porcentagem-de-defesa,200,OK
https://www.thesmartcalculator.com/br/esportes/calculadora-de-arremesso-independente-de-defesa,200,OK
https://www.thesmartcalculator.com/br/esportes/calculadora-do-numero-magico,200,OK
https://www.thesmartcalculator.com/br/outro/calculadora-de-idade,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-de-funcao-por-partes-e-graficador,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-de-roi-de-seo-empresarial,404,Broken
https://www.thesmartcalculator.com/br/saude/calculadora-de-epe,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-de-pensao-alimenticia-de-indiana,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-de-tempo,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-gpa,404,Broken
https://www.thesmartcalculator.com/br/saude/calculadora-de-altura,404,Broken
https://www.thesmartcalculator.com/br/outro/calculadora-desub-rede-IP,404,Broken
